Song Name=鄧紫棋 - Fly Away$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y|
*
129.3938~1|4,0|4.55,2.27|0,0|;
129.5959~1|2,0|-3.22,-2.66|0,0|;
129.7771~1|2,0|-1.9,-2.88|0,0|;
129.9721~1|2,0|-0.55,-2.98|0,0|;
130.1743~7|2,1|0.81,-2.93|-3.05,3.61|;
130.5227~3|1,4|-3.05,3.61|2.66,0.34|;
130.6971~5|2,4|-1.15,-2.72|2.66,0.34|;
130.9133~5|4,2|2.28,1.89|-1.15,-2.72|;
131.2685~1|1,0|1.97,3.51|0,0|;
131.4498~1|1,0|3.07,3.01|0,0|;
131.6452~1|1,0|4.3,2.31|0,0|;
131.8262~1|1,0|5.14,1.46|0,0|;
132.0287~1|1,0|5.98,0.39|0,0|;
132.3771~1|4,0|5.57,-0.95|0,0|;
132.5651~1|4,0|4.75,-2.04|0,0|;
132.7256~1|4,0|3.7,-2.88|0,0|;
132.8929~1|4,0|2.41,-3.34|0,0|;
133.1016~7|2,1|1.11,-3.7|-1.11,2.8|;
133.5411~2|1,3|-1.11,2.8|-5.35,0.04|;
133.8759~6|4,3|4.5,0.77|-5.35,0.04|;
134.2176~1|4,0|4.07,-0.48|0,0|;
134.4057~1|4,0|2.92,-1.03|0,0|;
134.5938~1|4,0|1.95,-0.04|0,0|;
134.7820~1|4,0|2.5,1.08|0,0|;
134.9914~6|4,3|3.82,1.17|-3.79,-1.13|;
135.3262~1|3,0|-2.94,-0.13|0,0|;
135.4999~1|3,0|-3.69,0.93|0,0|;
135.7231~1|3,0|-5.05,0.96|0,0|;
135.9113~1|3,0|-5.75,-0.18|0,0|;
136.0782~1|3,0|-4.58,-0.9|0,0|;
136.4689~1|2,0|-2.92,-1.96|0,0|;
136.6500~1|1,0|-2.2,0.2|0,0|;
136.8524~1|2,0|-1.69,-2.44|0,0|;
137.1865~6|4,3|2.6,2|-2.6,2|;
137.3612~1|3,0|-2.6,1|0,0|;
137.5356~6|4,3|2.6,0|-2.6,0|;
137.7376~1|4,0|2.6,-1|0,0|;
137.9002~6|4,3|2.6,-2|-2.6,-2|;
138.3163~1|3,0|-2.6,-1|0,0|;
138.4975~6|3,4|-2.6,0|2.6,0|;
138.6788~1|4,0|2.6,1|0,0|;
138.8529~6|4,3|2.6,2|-2.6,2|;
139.0412~1|3,0|-2.6,1|0,0|;
139.2000~6|4,3|2.6,0|-2.6,0|;
139.3590~1|4,0|2.6,-1|0,0|;
139.5798~6|4,3|2.6,-2.09|-2.6,-2|;
139.7800~1|3,0|-2.6,-1|0,0|;
139.9404~6|3,4|-2.6,0|2.6,0|;
140.3302~1|1,0|-2.12,2.19|0,0|;
140.4981~1|1,0|-0.82,2.57|0,0|;
140.7001~1|1,0|0.52,2.88|0,0|;
140.9301~1|4,0|3.31,0.65|0,0|;
141.1254~1|4,0|3.79,-0.61|0,0|;
141.3136~7|1,2|-0.06,2.62|0.1,-2.81|;
141.6551~6|3,4|-4.03,0.32|3.61,-0.14|;
141.9831~7|2,1|-0.11,-3.06|-0.1,2.75|;
142.3732~6|4,3|2.84,0.28|-3.24,0.42|;
142.7777~1|4,0|3.36,1.5|0,0|;
143.1260~1|2,0|0.61,-2.48|0,0|;
143.3003~1|2,0|-0.72,-2.33|0,0|;
143.4815~1|2,0|-1.99,-2.03|0,0|;
143.7117~1|2,0|-3.31,-1.65|0,0|;
143.8861~7|2,1|-4.53,-1.1|-4.27,2.6|;
144.2208~1|1,0|-2.91,2.74|0,0|;
144.3949~1|1,0|-1.66,2.69|0,0|;
144.5756~1|4,0|3.87,1.71|0,0|;
144.7434~1|4,0|4.35,0.54|0,0|;
144.9594~1|4,0|4.57,-0.72|0,0|;
145.2940~3|4,1|3.96,-1.96|-0.34,2.46|;
145.6837~1|2,0|-0.32,-2.16|0,0|;
146.0536~1|3,0|-3.03,0.25|0,0|;
146.2413~1|4,0|2.69,0.23|0,0|;
146.4093~1|3,0|-2.49,-1.3|0,0|;
146.6398~1|2,0|1.1,-3.07|0,0|;
146.8416~1|1,0|-1.17,2.67|0,0|;
147.1552~1|4,0|4.01,3.25|0,0|;
147.3294~1|4,0|4.22,1.88|0,0|;
147.5315~1|4,0|4.36,0.55|0,0|;
147.7404~1|4,0|4.28,-0.85|0,0|;
147.9638~1|4,0|4.16,-2.19|0,0|;
148.3053~6|4,3|3.89,-3.52|-4.56,-1.72|;
148.6676~2|3,1|-5.44,0.83|-1.31,3.14|;
149.0510~4|3,2|-4.95,2.31|-1.6,-2.91|;
149.2183~1|2,0|-0.26,-2.99|0,0|;
149.3997~1|2,0|1.09,-2.94|0,0|;
149.5946~1|2,0|2.44,-2.76|0,0|;
149.7899~1|2,0|3.73,-2.48|0,0|;
150.1316~1|3,0|-3.67,0.24|0,0|;
150.3335~1|3,0|-4.68,-0.69|0,0|;
150.5426~1|3,0|-5.98,-0.7|0,0|;
150.7237~1|3,0|-6.78,0.35|0,0|;
150.9194~1|3,0|-5.95,1.44|0,0|;
151.2467~6|3,4|-4.64,1.41|3.73,0.57|;
151.6297~7|1,2|1.11,3.92|-2.19,-3.04|;
151.8038~7|1,2|-1.26,2.75|0.59,-2.35|;
151.9989~1|4,0|4.7,-0.39|0,0|;
152.1800~1|4,0|5.72,0.44|0,0|;
152.3969~1|4,0|5.44,1.73|0,0|;
152.7382~1|3,0|-4.59,0.94|0,0|;
152.9263~1|3,0|-5.02,-0.28|0,0|;
153.1078~1|3,0|-4.61,-1.49|0,0|;
153.4702~1|2,0|-1.08,-2.2|0,0|;
153.6441~1|1,0|-0.62,1.44|0,0|;
153.8606~1|1,0|0.3,2.52|0,0|;
154.2020~2|1,3|-1.56,2.61|-5.39,0.58|;
154.4254~1|3,0|-5.17,-0.75|0,0|;
154.5717~6|3,4|-4.72,-2.02|4.58,-1.33|;
154.9619~1|4,0|4.75,-0.26|0,0|;
155.1222~1|4,0|4.65,1.09|0,0|;
155.3456~1|4,0|4.37,2.34|0,0|;
155.5405~1|4,0|3.67,3.34|0,0|;
155.7357~5|4,2|2.98,4.36|-2.87,-1.82|;
156.0631~1|2,0|-1.64,-2.27|0,0|;
156.2375~1|2,0|-0.51,-2.57|0,0|;
156.4186~1|2,0|0.78,-2.87|0,0|;
156.6556~1|2,0|2.06,-2.76|0,0|;
156.8091~4|2,3|3.32,-2.5|-4.29,-0.42|;
157.1714~6|3,4|-4.29,-0.42|5.96,0|;
157.5479~3|1,4|1.78,3.07|5.96,0|;
157.9242~1|3,0|-3.39,1.1|0,0|;
158.1542~1|3,0|-3.99,-0.19|0,0|;
158.3356~1|4,0|1.69,0.02|0,0|;
158.6769~1|2,0|-0.71,-2.62|0,0|;
158.8513~1|4,0|1.79,-1.09|0,0|;
159.0674~1|1,0|-1.4,2.35|0,0|;
159.4576~7|1,2|-3,3|-3,-3|;
159.6178~7|1,2|0,3|0,-3|;
159.8338~7|1,2|3,3|3,-3|;
160.1893~6|3,4|-5,1.5|5,1.5|;
160.3775~6|4,3|5,0|-5,0|;
160.5862~6|4,3|5,-1.5|-5,-1.5|;
161.0608~1|1,0|-0.07,2.06|0,0|;
161.2628~1|4,0|1.94,-0.23|0,0|;
161.4787~1|2,0|-0.72,-2.31|0,0|;
161.6595~1|3,0|-4.06,-0.55|0,0|;
161.8973~1|2,0|0.65,-2.62|0,0|;
162.0575~6|4,3|2.56,1.04|-3.52,0.43|;
162.3785~1|3,0|-3.69,-0.85|0,0|;
162.5733~1|4,0|2.75,-0.4|0,0|;
162.7755~1|3,0|-2.86,-1.93|0,0|;
163.1310~1|2,0|0.42,-2.7|0,0|;
163.3193~1|1,0|0.59,2.69|0,0|;
163.5142~1|1,0|-0.56,1.81|0,0|;
164.0231~1|4,0|3.11,2.07|0,0|;
164.1903~1|4,0|3.73,0.89|0,0|;
164.4205~1|4,0|4.2,-0.31|0,0|;
164.6156~1|2,0|0.28,-2.51|0,0|;
164.8312~1|3,0|-3.26,-1.3|0,0|;
165.0131~6|3,4|-3.32,0.04|2.66,-0.09|;
165.3198~1|3,0|-1.92,0.89|0,0|;
165.5010~1|1,0|-1.1,2.73|0,0|;
165.7380~1|2,0|-0.65,-2.76|0,0|;
165.9258~1|4,0|1.88,-0.22|0,0|;
166.1143~1|1,0|0.35,2.23|0,0|;
166.3236~1|3,0|-2.28,-0.23|0,0|;
166.4837~1|2,0|0.64,-3.13|0,0|;
166.6926~1|4,0|3.82,2.57|0,0|;
166.8671~1|4,0|4.06,1.31|0,0|;
167.0553~1|4,0|4.14,0.04|0,0|;
167.2436~1|4,0|4.16,-1.25|0,0|;
167.3691~1|4,0|4.09,-2.61|0,0|;
167.5501~1|1,0|-0.57,2.76|0,0|;
167.7874~1|1,0|-1.83,2.48|0,0|;
167.9753~2|1,3|-3.07,2|-5.51,-0.53|;
168.1567~1|2,0|0,-3.32|0,0|;
168.3675~1|3,0|-3.4,-0.13|0,0|;
168.5611~1|4,0|3.09,-0.33|0,0|;
168.7354~1|1,0|1.13,2.85|0,0|;
169.0281~1|4,0|3.85,0.9|0,0|;
169.1882~1|3,0|-4.06,1.25|0,0|;
169.3623~1|1,0|-0.62,2.61|0,0|;
169.6135~1|3,0|-3.52,-0.45|0,0|;
169.7321~1|2,0|-0.22,-2.84|0,0|;
169.9830~1|4,0|3.71,-0.12|0,0|;
170.1155~1|1,0|1.08,2.13|0,0|;
170.3315~1|4,0|3.67,1.76|0,0|;
170.4709~1|2,0|0.92,-2.9|0,0|;
171.0425~1|3,0|-4.7,-1.3|0,0|;
171.2370~1|3,0|-5.12,-0.03|0,0|;
171.5024~1|3,0|-5.22,1.28|0,0|;
171.6843~1|4,0|3.44,-0.81|0,0|;
171.8512~1|4,0|3.79,0.54|0,0|;
171.9627~1|4,0|3.99,1.84|0,0|;
172.1784~1|2,0|0.03,-2.6|0,0|;
172.3807~1|4,0|2.56,-0.47|0,0|;
172.5896~1|4,0|2.8,1.07|0,0|;
172.8059~1|3,0|-3.09,-0.19|0,0|;
173.0219~1|3,0|-3.09,1.18|0,0|;
173.1893~1|2,0|-1.96,-2.31|0,0|;
173.3008~1|2,0|-0.57,-2.53|0,0|;
173.4844~5|2,4|0.82,-2.55|4.27,0.14|;
174.1000~1|3,0|-4.12,1.61|0,0|;
174.3000~1|3,0|-2.66,-0.28|0,0|;
174.4000~1|4,0|2.91,1.23|0,0|;
174.5905~1|2,0|-1.78,-3.02|0,0|;
174.7222~1|2,0|1.07,-2.52|0,0|;
174.8547~1|1,0|-0.35,0.97|0,0|;
175.5315~1|4,0|3.58,2.49|0,0|;
175.7057~1|4,0|4.03,1.27|0,0|;
175.8937~1|4,0|4.29,0.08|0,0|;
176.0891~1|4,0|4.49,-1.22|0,0|;
176.3192~1|3,0|-3.71,2.59|0,0|;
176.5074~1|3,0|-4.2,1.34|0,0|;
176.7097~1|3,0|-4.37,0.05|0,0|;
176.8836~1|3,0|-4.12,-1.28|0,0|;
177.0651~4|3,2|-3.25,-2.27|0.07,-3.56|;
177.2392~5|4,2|3.93,-1.89|0.07,-3.56|;
177.7619~1|1,0|-4.31,3.24|0,0|;
177.9575~1|2,0|-4.31,-2.4|0,0|;
178.1385~1|1,0|-3.03,3.06|0,0|;
178.3334~1|3,0|-3.91,0.55|0,0|;
178.5355~1|2,0|-2.95,-2.2|0,0|;
178.7301~1|1,0|-1.67,2.88|0,0|;
178.9259~5|2,4|-1.76,-1.83|1.76,-0.13|;
179.2255~1|4,0|3.04,0.25|0,0|;
179.3789~1|4,0|4.31,0.7|0,0|;
179.5742~1|4,0|5.39,1.28|0,0|;
179.7553~1|4,0|6.19,2.31|0,0|;
179.9715~1|4,0|5.76,3.55|0,0|;
180.1317~1|4,0|5.46,1.37|0,0|;
180.3556~1|4,0|5.94,0.12|0,0|;
180.5290~1|4,0|6.06,-1.21|0,0|;
180.8774~5|2,4|0.33,-2.69|5.37,-2.46|;
181.2676~1|4,0|3.94,0.37|0,0|;
181.4349~1|1,0|0.41,2.78|0,0|;
181.6652~1|2,0|0.31,-2.86|0,0|;
181.8328~1|3,0|-3,0.13|0,0|;
182.0416~1|2,0|0.14,-1.53|0,0|;
182.3692~1|4,0|3.45,0.22|0,0|;
182.7315~1|1,0|0.47,2.81|0,0|;
182.8361~1|3,0|-2.98,-0.13|0,0|;
182.9332~1|4,0|5.62,0.08|0,0|;
182.9965~1|3,0|-4.76,1.13|0,0|;
183.4285~6|3,4|-5.49,2.2|4.12,2.32|;
183.8258~4|3,2|-5.62,0.97|-0.67,-3.07|;
184.2093~1|2,0|0.62,-2.64|0,0|;
184.4045~1|2,0|1.9,-2.3|0,0|;
184.5861~1|2,0|3.07,-1.85|0,0|;
184.7739~1|4,0|4.05,-1.01|0,0|;
184.9899~1|4,0|5,0|0,0|;
185.3454~1|1,0|4.32,3.2|0,0|;
185.7147~1|1,0|3.06,3.43|0,0|;
185.8265~1|1,0|1.73,3.57|0,0|;
185.9239~1|1,0|0.38,3.68|0,0|;
186.0979~6|3,4|-5.59,0.41|-0.89,3.54|;
186.4262~4|3,2|-5.59,0.41|-1.4,-2.67|;
186.7953~7|1,2|-3.43,3.56|-1.4,-2.67|;
187.1648~1|4,0|3.67,2.26|0,0|;
187.3458~1|1,0|-2.03,3.71|0,0|;
187.5549~1|4,0|4.38,1.03|0,0|;
187.7573~1|1,0|-0.69,3.92|0,0|;
187.9386~1|4,0|4.56,-0.29|0,0|;
188.1476~1|1,0|0.71,3.87|0,0|;
188.3218~1|4,0|4.51,-1.62|0,0|;
188.5099~1|2,0|-1.15,-2.7|0,0|;
188.6492~1|1,0|2,3.43|0,0|;
188.8656~1|2,0|-2.43,-2.13|0,0|;
189.0678~1|2,0|-3.64,-1.46|0,0|;
189.2701~1|4,0|3.47,1.68|0,0|;
189.4095~1|4,0|3.94,0.58|0,0|;
189.6116~1|1,0|-0.25,2.29|0,0|;
189.7929~1|4,0|4.21,-0.66|0,0|;
190.0092~1|1,0|-1.61,2.12|0,0|;
190.1969~1|4,0|4.3,-1.93|0,0|;
190.3853~1|1,0|-2.92,1.7|0,0|;
190.5665~1|3,0|-5.31,1.18|0,0|;
190.7547~1|3,0|-6.12,0.11|0,0|;
190.9150~1|3,0|-5.12,-0.72|0,0|;
191.1032~1|3,0|-4.19,0.42|0,0|;
191.2846~1|2,0|-2.7,-1.47|0,0|;
191.4932~1|2,0|-1.49,-2.06|0,0|;
191.6748~1|2,0|-0.21,-2.43|0,0|;
191.8631~1|2,0|1.08,-2.41|0,0|;
191.9900~1|2,0|2.43,-2.17|0,0|;
192.3684~7|1,2|0.81,2.87|3.68,-1.69|;
192.7414~2|3,1|-3.76,0.94|0.81,2.87|;
193.1248~1|3,0|-4.61,2.56|0,0|;
193.3133~1|1,0|-3.6,3.57|0,0|;
193.4734~6|3,4|-5.48,1.48|3.55,0.52|;
193.8920~1|4,0|3.9,-0.81|0,0|;
194.2264~1|4,0|5,0|0,0|;
194.5890~1|4,0|3.2,0.21|0,0|;
194.7631~1|2,0|0.24,-3.01|0,0|;
194.9234~1|2,0|-1.1,-2.81|0,0|;
195.1256~1|3,0|-4.04,-0.31|0,0|;
195.3208~1|3,0|-4.48,0.84|0,0|;
195.5163~1|4,0|3.96,-0.04|0,0|;
195.7321~3|4,1|4.44,1.21|-0.48,3.14|;
196.0529~1|4,0|7.12,3.03|0,0|;
196.2411~1|1,0|5.77,3.2|0,0|;
196.4520~1|4,0|7.06,1.66|0,0|;
196.6335~1|1,0|4.36,3.18|0,0|;
196.8216~1|4,0|7.13,0.32|0,0|;
197.0446~1|1,0|3,3.23|0,0|;
197.2118~1|4,0|7.15,-1.04|0,0|;
197.5742~1|3,0|-6.73,3.2|0,0|;
197.7696~1|1,0|-5.37,3.24|0,0|;
197.9507~1|3,0|-6.8,1.81|0,0|;
198.0975~1|1,0|-4,3.22|0,0|;
198.2853~1|3,0|-6.77,0.44|0,0|;
198.5085~1|1,0|-2.64,3.2|0,0|;
198.6826~1|3,0|-6.68,-0.92|0,0|;
199.0099~1|2,0|-1.58,-2.23|0,0|;
199.1917~1|1,0|-0.7,1.53|0,0|;
199.4076~1|4,0|2.47,-0.68|0,0|;
199.5958~1|4,0|3.12,0.31|0,0|;
199.7700~1|4,0|3.69,1.5|0,0|;
199.9790~1|4,0|4.11,2.71|0,0|;
200.1465~1|4,0|4.24,3.97|0,0|;
200.3279~1|1,0|-1.39,3.69|0,0|;
200.5231~1|1,0|-2.65,3.43|0,0|;
200.7250~1|1,0|-3.87,2.89|0,0|;
200.8715~1|1,0|-5.06,2.27|0,0|;
201.0599~1|1,0|-6.14,1.69|0,0|;
201.2619~3|1,4|-7.06,1.03|5.77,-0.11|;
201.4573~1|4,0|5.39,-1.28|0,0|;
201.6592~1|4,0|4.64,-2.4|0,0|;
201.8474~1|4,0|3.6,-3.14|0,0|;
202.0287~1|4,0|2.27,-3.3|0,0|;
202.2307~1|2,0|0.9,-3.3|0,0|;
202.4120~1|2,0|-0.4,-3.32|0,0|;
202.6075~1|2,0|-1.7,-3.15|0,0|;
202.7817~1|2,0|-2.94,-2.85|0,0|;
202.9698~1|2,0|-4.17,-2.4|0,0|;
203.1649~1|3,0|-5.17,-1.53|0,0|;
203.3533~1|3,0|-5.7,-0.32|0,0|;
203.5273~1|3,0|-5.91,0.95|0,0|;
203.7015~1|3,0|-5.99,2.24|0,0|;
203.8619~1|3,0|-6.05,3.5|0,0|;
204.0709~1|1,0|-3.49,3.77|0,0|;
204.2384~1|1,0|-2.2,3.81|0,0|;
204.5938~6|4,3|4.16,-0.17|-3.17,0.59|;
204.9704~7|1,2|1.84,3.55|-0.44,-3.27|;
205.2980~4|3,2|-3.17,0.59|-0.44,-3.27|;
205.5001~1|3,0|-4.47,0.48|0,0|;
205.7093~1|3,0|-5.59,-0.24|0,0|;
205.9252~1|3,0|-6.44,-1.28|0,0|;
206.0994~1|3,0|-7.13,-2.45|0,0|;
206.2666~1|4,0|-4.67,-2.6|0,0|;
206.4335~1|4,0|-3.38,-2.27|0,0|;
206.6432~1|4,0|-2.07,-1.93|0,0|;
206.8312~1|4,0|-0.81,-1.58|0,0|;
207.0055~1|4,0|0.4,-1.13|0,0|;
207.1869~3|4,1|1.45,-0.38|-2.11,3.2|;
207.5702~6|3,4|-4.49,1.58|3.57,2.78|;
207.8976~5|4,2|3.57,2.78|-1.63,-1.34|;
208.2811~1|2,0|-0.78,-2.31|0,0|;
208.4692~1|2,0|0.49,-2.77|0,0|;
208.6502~1|2,0|1.76,-3.17|0,0|;
208.8596~1|2,0|3.04,-3.19|0,0|;
209.0544~7|2,1|4.31,-2.87|2.56,3.76|;
209.4100~1|1,0|1.31,3.78|0,0|;
209.6054~1|1,0|-0.03,3.8|0,0|;
209.7865~1|1,0|-1.38,3.79|0,0|;
209.9819~1|1,0|-2.74,3.69|0,0|;
210.1560~2|1,3|-4.05,3.51|-6.13,-0.22|;
210.4841~6|4,3|4.93,0.51|-6.13,-0.22|;
210.8464~1|4,0|4.85,1.69|0,0|;
211.0973~1|4,0|4.07,2.72|0,0|;
211.2570~1|1,0|0,3|0,0|;
211.4252~1|1,0|-1.25,2.9|0,0|;
211.6550~1|2,0|0.03,-2.98|0,0|;
211.8501~1|3,0|-3.73,-0.2|0,0|;
212.0382~1|2,0|1.07,-2.64|0,0|;
212.2194~1|3,0|-3.24,0.86|0,0|;
212.4146~1|2,0|2.23,-1.87|0,0|;
212.6029~1|3,0|-2.55,1.92|0,0|;
212.7701~1|2,0|3.28,-1.01|0,0|;
212.9306~1|3,0|-1.87,3.1|0,0|;
213.1047~1|2,0|4.22,-0.04|0,0|;
213.3418~1|2,0|4.82,1.14|0,0|;
213.5163~1|1,0|4.69,2.94|0,0|;
213.6983~1|1,0|3.52,3.55|0,0|;
213.8784~1|1,0|2.4,4.27|0,0|;
214.0667~1|1,0|-0.88,3.29|0,0|;
214.2061~1|3,0|-5.2,1.06|0,0|;
214.3664~1|2,0|-1.92,-3.24|0,0|;
214.5547~1|4,0|6.56,0.3|0,0|;
214.7497~1|4,0|0.5,0.06|0,0|;
214.9310~1|4,0|1.86,0.26|0,0|;
215.1401~1|4,0|3.1,0.75|0,0|;
215.3215~1|4,0|4.27,1.39|0,0|;
215.5164~1|2,0|-3.56,-1.37|0,0|;
215.6977~1|3,0|-4.54,-0.43|0,0|;
215.8862~1|1,0|-3.54,0.56|0,0|;
216.0672~1|4,0|-2.54,-0.37|0,0|;
216.2555~1|3,0|-1.15,-0.36|0,0|;
216.4434~1|2,0|-0.16,-1.4|0,0|;
216.6665~1|4,0|0.77,-0.33|0,0|;
216.8410~1|1,0|-0.19,0.7|0,0|;
217.2033~1|1,0|-4.15,2.42|0,0|;
217.3706~1|1,0|-2.86,2.77|0,0|;
217.5794~1|1,0|-1.53,3.07|0,0|;
217.7611~1|1,0|-0.19,3.31|0,0|;
217.9351~1|1,0|1.17,3.37|0,0|;
218.1301~1|4,0|2.43,2.64|0,0|;
218.3115~1|4,0|3.06,1.41|0,0|;
218.4857~1|4,0|3.59,0.16|0,0|;
218.7020~1|4,0|3.77,-1.11|0,0|;
218.8690~1|4,0|3.72,-2.44|0,0|;
219.0435~1|2,0|2.57,-3.34|0,0|;
219.3642~7|2,1|1.28,-3.53|0.5,3.33|;
219.7477~1|1,0|-0.86,3.48|0,0|;
220.1031~1|1,0|-2.22,3.38|0,0|;
220.2843~1|1,0|-3.46,3.19|0,0|;
220.4798~1|1,0|-4.69,2.7|0,0|;
220.6889~1|3,0|-5.69,1.5|0,0|;
220.8838~1|3,0|-6.18,0.28|0,0|;
221.0857~1|3,0|-6.09,-0.95|0,0|;
221.2674~1|3,0|-5.72,-2.22|0,0|;
221.4624~1|3,0|-4.9,-3.29|0,0|;
221.6367~1|3,0|-3.67,-3.91|0,0|;
221.8040~1|2,0|-2.46,-2.92|0,0|;
221.9713~1|2,0|-1.22,-2.41|0,0|;
222.3547~7|2,1|0.06,-1.94|-2.38,3.54|;
222.7306~3|4,1|4.29,1.85|-2.38,3.54|;
222.9331~6|3,4|-3.78,-0.21|4.29,1.85|;
223.1004~1|3,0|-2.49,-0.56|0,0|;
223.3023~1|3,0|-1.21,-0.82|0,0|;
223.4901~1|3,0|-0.03,-1.19|0,0|;
223.7137~1|2,0|0.75,-2.77|0,0|;
223.8741~1|4,0|1.46,-1.07|0,0|;
224.0550~1|4,0|2.64,-0.64|0,0|;
224.2573~1|4,0|3.82,-0.17|0,0|;
224.4177~1|4,0|5.04,0.33|0,0|;
224.5985~1|4,0|6.07,0.81|0,0|;
224.7731~1|2,0|-1.88,-2.85|0,0|;
224.9542~1|1,0|-0.5,3.14|0,0|;
225.1705~1|3,0|-5.48,0.87|0,0|;
225.3450~1|3,0|-5.16,-0.34|0,0|;
225.5330~1|4,0|2.61,2.99|0,0|;
225.7003~1|3,0|-4.28,1.63|0,0|;
225.9096~1|4,0|3.48,2.04|0,0|;
226.0767~1|4,0|3.92,0.85|0,0|;
226.2370~1|4,0|4.26,-0.39|0,0|;
226.4464~1|4,0|4.34,-1.73|0,0|;
226.6694~1|2,0|3.54,-2.97|0,0|;
226.8014~1|2,0|2.26,-3.29|0,0|;
227.0668~1|2,0|0.89,-3.46|0,0|;
227.2198~1|2,0|-0.52,-3.24|0,0|;
227.4149~1|2,0|-1.88,-2.92|0,0|;
227.5751~1|2,0|-3.11,-2.46|0,0|;
227.9100~7|2,1|-4.29,-2|-0.43,3.23|;
228.2200~3|4,1|5,0|-0.43,3.23|;
228.6421~1|2,0|-1.14,-1.32|0,0|;
228.8231~1|4,0|4.06,1.54|0,0|;
229.0181~1|1,0|0.06,2.9|0,0|;
229.2273~1|3,0|-3.32,0.3|0,0|;
229.4295~1|3,0|-4.35,1.16|0,0|;
229.6038~1|1,0|1.21,3.76|0,0|;
229.7709~1|2,0|0.46,-2.72|0,0|;
229.9665~1|4,0|4.06,0.31|0,0|;
230.1265~1|3,0|-2.04,-1.47|0,0|;
230.3775~1|3,0|-1.19,0.98|0,0|;
230.5727~1|1,0|-0.23,2.91|0,0|;
230.8237~1|3,0|-4.65,0.32|0,0|;
231.3323~1|4,0|3.98,0.94|0,0|;
231.6182~1|4,0|4.29,-0.16|0,0|;
#
