Song Name=Nömak & Araatan - Teeter-Totter$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y
*
200.9900~1|1,0|0,3|0,0;
201.2618~1|1,0|0,3|0,0;
201.4571~1|1,0|0,3|0,0;
201.7087~1|1,0|0,3|0,0;
201.9943~1|1,0|0,3|0,0;
202.1053~1|1,0|0,3|0,0;
202.4888~1|1,0|0,3|0,0;
202.6004~1|1,0|0,3|0,0;
202.7467~1|1,0|0,3|0,0;
203.0044~1|1,0|0,3|0,0;
203.1161~1|1,0|0,3|0,0;
203.4644~1|1,0|0,3|0,0;
203.7777~1|1,0|0,3|0,0;
204.1124~1|1,0|0,3|0,0;
204.2935~1|1,0|0,3|0,0;
205.2345~1|1,0|0,3|0,0;
206.2802~1|1,0|0,3|0,0;
207.2140~1|1,0|0,3|0,0;
208.1268~1|1,0|0,3|0,0;
209.0539~1|1,0|0,3|0,0;
210.0232~1|1,0|0,3|0,0;
211.8211~1|1,0|0,3|0,0;
212.7968~1|1,0|0,3|0,0;
213.8005~1|1,0|0,3|0,0;
214.7135~1|1,0|0,3|0,0;
215.7031~1|1,0|0,3|0,0;
216.5887~1|1,0|0,3|0,0;
217.5434~1|1,0|0,3|0,0;
219.2798~1|1,0|0,3|0,0;
220.2970~1|1,0|0,3|0,0;
221.2736~1|1,0|0,3|0,0;
222.3191~1|1,0|0,3|0,0;
222.5630~1|4,0|5,0|0,0;
222.8562~1|2,0|0,-3|0,0;
223.1414~1|1,0|0,3|0,0;
223.4619~1|3,0|-5,0|0,0;
223.8310~1|2,0|0,-3|0,0;
224.1171~1|1,0|0,3|0,0;
224.4445~1|4,0|5,0|0,0;
224.9185~1|2,0|0,-3|0,0;
225.1486~1|1,0|0,3|0,0;
226.0411~1|3,0|-5,0|0,0;
226.3338~1|2,0|0,-3|0,0;
226.5706~1|1,0|0,3|0,0;
226.8566~1|4,0|5,0|0,0;
227.2119~1|2,0|0,-3|0,0;
227.4909~1|1,0|0,3|0,0;
227.8046~1|3,0|-5,0|0,0;
228.8297~1|2,0|0,-3|0,0;
229.0807~1|1,0|0,3|0,0;
229.4851~1|4,0|5,0|0,0;
229.8333~1|1,0|0,3|0,0;
230.2312~1|1,0|0,3|0,0;
230.5519~1|3,0|-5,0|0,0;
230.8797~1|1,0|0,3|0,0;
231.6535~1|4,0|5,0|0,0;
232.0230~1|1,0|0,3|0,0;
232.7754~1|1,0|0,3|0,0;
#
