Song Name=Knife Party - Centipede$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y
*
147.6340~1|2,0|0,-3|0,0;
147.7311~1|2,0|0,-3|0,0;
147.8283~1|1,0|0,3|0,0;
148.0852~1|1,0|0,3|0,0;
148.1615~1|4,0|5,0|0,0;
148.4045~1|4,0|5,0|0,0;
148.5088~1|2,0|0,-3|0,0;
148.7102~1|1,0|0,3|0,0;
148.8007~1|1,0|0,3|0,0;
148.9046~1|3,0|-5,0|0,0;
149.0157~1|3,0|-5,0|0,0;
149.0921~1|2,0|0,-3|0,0;
149.1823~1|2,0|0,-3|0,0;
149.3213~1|1,0|0,3|0,0;
149.4323~1|1,0|0,3|0,0;
149.6614~1|3,0|-5,0|0,0;
149.7518~1|4,0|5,0|0,0;
149.8490~1|3,0|-5,0|0,0;
149.9392~1|2,0|0,-3|0,0;
150.0712~1|2,0|0,-3|0,0;
150.4463~1|1,0|0,3|0,0;
150.8355~1|4,0|5,0|0,0;
151.2935~1|4,0|5,0|0,0;
151.7033~1|2,0|0,-3|0,0;
152.0922~1|1,0|0,3|0,0;
152.5713~1|3,0|-5,0|0,0;
152.9324~1|2,0|0,-3|0,0;
153.0995~1|1,0|0,3|0,0;
153.3630~1|4,0|5,0|0,0;
153.4462~1|4,0|5,0|0,0;
153.6758~1|2,0|0,-3|0,0;
153.8145~1|2,0|0,-3|0,0;
154.2171~1|1,0|0,3|0,0;
154.6615~1|3,0|-5,0|0,0;
154.7449~1|3,0|-5,0|0,0;
154.8699~1|2,0|0,-3|0,0;
154.9532~1|2,0|0,-3|0,0;
155.0574~1|1,0|0,3|0,0;
155.2796~1|4,0|5,0|0,0;
155.4396~1|2,0|0,-3|0,0;
155.5366~1|2,0|0,-3|0,0;
155.6059~1|1,0|0,3|0,0;
156.3489~1|3,0|-5,0|0,0;
156.4392~1|3,0|-5,0|0,0;
156.5433~1|2,0|0,-3|0,0;
156.6199~1|2,0|0,-3|0,0;
156.7450~1|1,0|0,3|0,0;
156.8145~1|1,0|0,3|0,0;
157.2169~1|4,0|5,0|0,0;
157.6688~1|4,0|5,0|0,0;
158.0780~1|2,0|0,-3|0,0;
158.1756~1|2,0|0,-3|0,0;
158.2795~1|2,0|0,-3|0,0;
158.3698~1|1,0|0,3|0,0;
158.4600~1|1,0|0,3|0,0;
158.5435~1|3,0|-5,0|0,0;
158.7239~1|3,0|-5,0|0,0;
158.8700~1|2,0|0,-3|0,0;
159.1059~1|2,0|0,-3|0,0;
159.2865~1|1,0|0,3|0,0;
159.4602~1|1,0|0,3|0,0;
159.6548~1|4,0|5,0|0,0;
159.8627~1|4,0|5,0|0,0;
160.0641~1|2,0|0,-3|0,0;
160.2656~1|2,0|0,-3|0,0;
160.7030~1|3,0|-5,0|0,0;
160.8072~1|4,0|5,0|0,0;
160.9045~1|1,0|0,3|0,0;
160.9809~1|2,0|0,-3|0,0;
161.0780~1|2,0|0,-3|0,0;
161.1754~1|1,0|0,3|0,0;
161.2517~1|2,0|0,-3|0,0;
161.3766~1|3,0|-5,0|0,0;
161.4878~1|3,0|-5,0|0,0;
161.5642~1|2,0|0,-3|0,0;
161.8210~1|1,0|0,3|0,0;
161.9184~1|1,0|0,3|0,0;
162.0990~1|4,0|5,0|0,0;
162.2308~1|4,0|5,0|0,0;
162.4113~1|2,0|0,-3|0,0;
162.4808~1|2,0|0,-3|0,0;
162.5918~1|1,0|0,3|0,0;
162.6755~1|1,0|0,3|0,0;
162.7796~1|3,0|-5,0|0,0;
162.8627~1|3,0|-5,0|0,0;
162.9600~1|3,0|-5,0|0,0;
163.0712~1|2,0|0,-3|0,0;
163.3211~1|2,0|0,-3|0,0;
163.4321~1|1,0|0,3|0,0;
163.6682~1|4,0|5,0|0,0;
164.1613~1|3,0|-5,0|0,0;
164.5571~1|2,0|0,-3|0,0;
165.0016~1|4,0|5,0|0,0;
165.2237~1|1,0|0,3|0,0;
165.3904~1|3,0|-5,0|0,0;
165.5851~1|4,0|5,0|0,0;
165.8626~1|2,0|0,-3|0,0;
166.0572~1|2,0|0,-3|0,0;
166.2375~1|1,0|0,3|0,0;
166.4458~1|3,0|-5,0|0,0;
166.6752~1|4,0|5,0|0,0;
166.8626~1|1,0|0,3|0,0;
167.1056~1|2,0|0,-3|0,0;
167.2514~1|4,0|5,0|0,0;
167.3418~1|3,0|-5,0|0,0;
167.5919~1|2,0|0,-3|0,0;
167.9806~1|4,0|5,0|0,0;
168.3350~1|3,0|-5,0|0,0;
168.6543~1|4,0|5,0|0,0;
168.8069~1|1,0|0,3|0,0;
168.9740~1|2,0|0,-3|0,0;
169.2243~1|2,0|0,-3|0,0;
169.4458~1|1,0|0,3|0,0;
169.6403~1|1,0|0,3|0,0;
169.8978~1|4,0|5,0|0,0;
170.1127~1|4,0|5,0|0,0;
170.3486~1|2,0|0,-3|0,0;
170.5084~1|2,0|0,-3|0,0;
170.7652~1|1,0|0,3|0,0;
171.0014~1|4,0|5,0|0,0;
171.3209~1|3,0|-5,0|0,0;
171.6196~1|1,0|0,3|0,0;
171.8416~1|2,0|0,-3|0,0;
172.1402~1|4,0|5,0|0,0;
172.4943~1|4,0|5,0|0,0;
172.7238~1|2,0|0,-3|0,0;
173.0153~1|1,0|0,3|0,0;
173.2931~1|4,0|5,0|0,0;
173.5429~1|3,0|-5,0|0,0;
173.8763~1|1,0|0,3|0,0;
174.2165~1|2,0|0,-3|0,0;
174.4109~1|2,0|0,-3|0,0;
174.8275~1|1,0|0,3|0,0;
175.2445~1|4,0|5,0|0,0;
175.4874~1|4,0|5,0|0,0;
175.6956~1|1,0|0,3|0,0;
175.9108~1|2,0|0,-3|0,0;
176.1124~1|2,0|0,-3|0,0;
176.3136~1|1,0|0,3|0,0;
176.5427~1|3,0|-5,0|0,0;
176.6121~1|3,0|-5,0|0,0;
176.7095~1|2,0|0,-3|0,0;
176.7719~1|2,0|0,-3|0,0;
176.8760~1|1,0|0,3|0,0;
176.9524~1|1,0|0,3|0,0;
177.2163~1|4,0|5,0|0,0;
177.4176~1|4,0|5,0|0,0;
177.6329~1|2,0|0,-3|0,0;
177.8275~1|1,0|0,3|0,0;
178.1469~1|3,0|-5,0|0,0;
178.4454~1|4,0|5,0|0,0;
178.6677~1|1,0|0,3|0,0;
178.9178~1|2,0|0,-3|0,0;
179.1747~1|2,0|0,-3|0,0;
179.3342~1|1,0|0,3|0,0;
179.5495~1|3,0|-5,0|0,0;
179.8204~1|4,0|5,0|0,0;
179.9874~1|4,0|5,0|0,0;
180.2300~1|2,0|0,-3|0,0;
180.4037~1|2,0|0,-3|0,0;
180.6537~1|1,0|0,3|0,0;
180.8620~1|3,0|-5,0|0,0;
180.9523~1|4,0|5,0|0,0;
181.0565~1|2,0|0,-3|0,0;
181.2440~1|2,0|0,-3|0,0;
181.7163~1|1,0|0,3|0,0;
182.1396~1|4,0|5,0|0,0;
182.2853~1|2,0|0,-3|0,0;
182.4314~1|2,0|0,-3|0,0;
182.5564~1|1,0|0,3|0,0;
182.6953~1|4,0|5,0|0,0;
182.8062~1|4,0|5,0|0,0;
182.9174~1|2,0|0,-3|0,0;
183.0217~1|2,0|0,-3|0,0;
183.1327~1|1,0|0,3|0,0;
183.2508~1|1,0|0,3|0,0;
183.3696~1|3,0|-5,0|0,0;
183.4939~1|3,0|-5,0|0,0;
183.6328~1|2,0|0,-3|0,0;
183.8133~1|2,0|0,-3|0,0;
184.0564~1|1,0|0,3|0,0;
184.2924~1|4,0|5,0|0,0;
184.4870~1|4,0|5,0|0,0;
184.7094~1|2,0|0,-3|0,0;
185.1258~1|2,0|0,-3|0,0;
185.5286~1|1,0|0,3|0,0;
185.6328~1|3,0|-5,0|0,0;
185.7578~1|3,0|-5,0|0,0;
185.9035~1|2,0|0,-3|0,0;
186.0008~1|2,0|0,-3|0,0;
186.1189~1|1,0|0,3|0,0;
186.2370~1|1,0|0,3|0,0;
186.3689~1|4,0|5,0|0,0;
186.4870~1|4,0|5,0|0,0;
186.6327~1|2,0|0,-3|0,0;
186.7509~1|2,0|0,-3|0,0;
186.8758~1|1,0|0,3|0,0;
187.0008~1|1,0|0,3|0,0;
187.1328~1|3,0|-5,0|0,0;
187.2718~1|3,0|-5,0|0,0;
187.5287~1|2,0|0,-3|0,0;
187.7856~1|2,0|0,-3|0,0;
187.9870~1|1,0|0,3|0,0;
188.1746~1|4,0|5,0|0,0;
188.5356~1|4,0|5,0|0,0;
188.9453~1|2,0|0,-3|0,0;
189.0703~1|2,0|0,-3|0,0;
189.1676~1|1,0|0,3|0,0;
189.2999~1|1,0|0,3|0,0;
189.4523~1|3,0|-5,0|0,0;
189.5635~1|3,0|-5,0|0,0;
189.6813~1|2,0|0,-3|0,0;
189.7995~1|2,0|0,-3|0,0;
189.9245~1|1,0|0,3|0,0;
190.1119~1|4,0|5,0|0,0;
190.4175~1|4,0|5,0|0,0;
190.5634~1|3,0|-5,0|0,0;
190.6606~1|2,0|0,-3|0,0;
190.8134~1|2,0|0,-3|0,0;
190.9662~1|1,0|0,3|0,0;
191.1120~1|1,0|0,3|0,0;
191.4872~1|3,0|-5,0|0,0;
191.8272~1|3,0|-5,0|0,0;
192.1330~1|2,0|0,-3|0,0;
192.4174~1|1,0|0,3|0,0;
192.7021~1|4,0|5,0|0,0;
192.9940~1|4,0|5,0|0,0;
193.2091~1|2,0|0,-3|0,0;
193.4521~1|1,0|0,3|0,0;
193.7998~1|4,0|5,0|0,0;
194.0771~1|3,0|-5,0|0,0;
194.2716~1|1,0|0,3|0,0;
194.5562~1|2,0|0,-3|0,0;
194.6535~1|2,0|0,-3|0,0;
194.7716~1|1,0|0,3|0,0;
195.0149~1|4,0|5,0|0,0;
#
