Song Name=Virtual Riot - Dragons$

// POSITION X :  -7  to   7
// POSITION Y : 3.2 to -3.2
//            1           2          3           4           5            6         7
// CHAIN: singleNote, upperLeft, upperRight, bottomLeft, bottomRight, leftRight, upDown
//            1    2     3      4
// DIRECTION: up, down, left, right
// 
// FORMAT: time~chain|direction,direction2|positionX,positionY|position2X,position2Y
*
158.4077~1|4,0|5,0|0,0;
158.6589~1|2,0|0,-3|0,0;
158.8192~1|1,0|0,3|0,0;
159.0351~1|2,0|0,-3|0,0;
159.2234~1|1,0|0,3|0,0;
159.4743~1|2,0|0,-3|0,0;
159.6842~1|3,0|-5,0|0,0;
159.8717~1|4,0|5,0|0,0;
160.0806~1|4,0|5,0|0,0;
160.3175~1|2,0|0,-3|0,0;
160.5405~1|1,0|0,3|0,0;
160.7773~1|2,0|0,-3|0,0;
161.1748~1|3,0|-5,0|0,0;
161.5373~1|4,0|5,0|0,0;
161.6764~1|1,0|0,3|0,0;
161.7533~1|2,0|0,-3|0,0;
161.8858~1|3,0|-5,0|0,0;
161.9831~1|4,0|5,0|0,0;
162.0879~1|1,0|0,3|0,0;
162.2903~1|2,0|0,-3|0,0;
162.4432~1|1,0|0,3|0,0;
162.8893~1|2,0|0,-3|0,0;
163.2448~1|3,0|-5,0|0,0;
163.4820~1|4,0|5,0|0,0;
163.6493~1|1,0|0,3|0,0;
163.8304~1|2,0|0,-3|0,0;
163.9629~1|3,0|-5,0|0,0;
164.1023~1|4,0|5,0|0,0;
164.2137~1|1,0|0,3|0,0;
164.3327~1|2,0|0,-3|0,0;
164.4509~1|3,0|-5,0|0,0;
164.5623~1|4,0|5,0|0,0;
164.6738~1|1,0|0,3|0,0;
164.7648~1|2,0|0,-3|0,0;
164.8761~1|3,0|-5,0|0,0;
164.9946~1|4,0|5,0|0,0;
165.0782~1|1,0|0,3|0,0;
165.1899~1|2,0|0,-3|0,0;
165.2525~1|1,0|0,3|0,0;
165.3503~1|2,0|0,-3|0,0;
165.4477~1|1,0|0,3|0,0;
165.5661~1|2,0|0,-3|0,0;
165.6640~1|1,0|0,3|0,0;
165.7685~1|2,0|0,-3|0,0;
165.8590~1|1,0|0,3|0,0;
165.9776~1|2,0|0,-3|0,0;
166.1240~1|3,0|-5,0|0,0;
166.3193~1|3,0|-5,0|0,0;
166.3958~1|3,0|-5,0|0,0;
166.5142~1|3,0|-5,0|0,0;
166.5634~1|3,0|-5,0|0,0;
166.6956~1|3,0|-5,0|0,0;
166.7234~1|3,0|-5,0|0,0;
166.8493~1|3,0|-5,0|0,0;
166.8911~1|3,0|-5,0|0,0;
167.0233~1|3,0|-5,0|0,0;
167.1630~1|4,0|5,0|0,0;
167.2814~1|4,0|5,0|0,0;
167.4001~1|4,0|5,0|0,0;
167.5044~1|4,0|5,0|0,0;
167.6232~1|4,0|5,0|0,0;
167.7206~1|4,0|5,0|0,0;
167.8045~1|4,0|5,0|0,0;
167.9019~1|4,0|5,0|0,0;
168.0489~1|3,0|-5,0|0,0;
168.1600~1|3,0|-5,0|0,0;
168.2717~1|3,0|-5,0|0,0;
168.3831~1|3,0|-5,0|0,0;
168.4595~1|3,0|-5,0|0,0;
168.6061~1|3,0|-5,0|0,0;
168.6548~1|3,0|-5,0|0,0;
168.7942~1|3,0|-5,0|0,0;
168.9268~1|2,0|0,-3|0,0;
169.0382~1|1,0|0,3|0,0;
169.1497~1|2,0|0,-3|0,0;
169.2614~1|1,0|0,3|0,0;
169.3662~1|2,0|0,-3|0,0;
169.4705~1|1,0|0,3|0,0;
169.6171~1|1,0|0,3|0,0;
169.7424~1|2,0|0,-3|0,0;
169.8473~1|1,0|0,3|0,0;
169.9658~1|2,0|0,-3|0,0;
170.0494~1|1,0|0,3|0,0;
170.1749~1|2,0|0,-3|0,0;
170.2446~1|1,0|0,3|0,0;
170.3840~1|2,0|0,-3|0,0;
170.5164~1|3,0|-5,0|0,0;
170.6488~1|3,0|-5,0|0,0;
170.7255~1|3,0|-5,0|0,0;
170.8579~1|3,0|-5,0|0,0;
170.9070~1|3,0|-5,0|0,0;
171.1369~1|3,0|-5,0|0,0;
171.1717~1|3,0|-5,0|0,0;
171.3391~1|3,0|-5,0|0,0;
171.4718~1|4,0|5,0|0,0;
172.3154~1|2,0|0,-3|0,0;
172.4476~1|2,0|0,-3|0,0;
172.6149~1|1,0|0,3|0,0;
172.7822~1|1,0|0,3|0,0;
173.1025~1|3,0|-5,0|0,0;
173.2144~1|4,0|5,0|0,0;
173.3538~1|4,0|5,0|0,0;
173.4931~1|2,0|0,-3|0,0;
173.6259~1|2,0|0,-3|0,0;
173.9324~1|1,0|0,3|0,0;
174.0930~1|1,0|0,3|0,0;
174.2322~1|3,0|-5,0|0,0;
174.3507~1|3,0|-5,0|0,0;
174.4693~1|4,0|5,0|0,0;
174.7621~1|4,0|5,0|0,0;
174.8875~1|2,0|0,-3|0,0;
174.9784~1|2,0|0,-3|0,0;
175.0967~1|1,0|0,3|0,0;
175.2432~1|1,0|0,3|0,0;
175.3409~1|3,0|-5,0|0,0;
175.4736~1|3,0|-5,0|0,0;
175.5712~1|4,0|5,0|0,0;
175.7036~1|4,0|5,0|0,0;
175.8147~1|2,0|0,-3|0,0;
175.9262~1|2,0|0,-3|0,0;
176.0309~1|1,0|0,3|0,0;
176.1706~1|1,0|0,3|0,0;
176.2611~1|3,0|-5,0|0,0;
176.3797~1|3,0|-5,0|0,0;
176.4773~1|2,0|0,-3|0,0;
176.6305~1|2,0|0,-3|0,0;
176.7349~1|1,0|0,3|0,0;
176.9094~1|1,0|0,3|0,0;
177.0277~1|4,0|5,0|0,0;
177.1534~1|4,0|5,0|0,0;
177.2649~1|2,0|0,-3|0,0;
177.3904~1|2,0|0,-3|0,0;
177.4671~1|1,0|0,3|0,0;
177.5926~1|1,0|0,3|0,0;
177.6973~1|3,0|-5,0|0,0;
177.8298~1|3,0|-5,0|0,0;
177.9202~1|2,0|0,-3|0,0;
178.0317~1|2,0|0,-3|0,0;
178.1571~1|1,0|0,3|0,0;
178.3174~1|1,0|0,3|0,0;
178.7355~1|4,0|5,0|0,0;
179.0081~1|4,0|5,0|0,0;
179.1683~1|2,0|0,-3|0,0;
179.3214~1|2,0|0,-3|0,0;
179.4676~1|1,0|0,3|0,0;
179.6072~1|1,0|0,3|0,0;
179.7397~1|3,0|-5,0|0,0;
179.8792~1|3,0|-5,0|0,0;
180.0253~1|2,0|0,-3|0,0;
180.1577~1|2,0|0,-3|0,0;
180.2832~1|1,0|0,3|0,0;
180.4160~1|1,0|0,3|0,0;
180.5343~1|4,0|5,0|0,0;
180.6529~1|4,0|5,0|0,0;
180.7922~1|2,0|0,-3|0,0;
180.9106~1|2,0|0,-3|0,0;
181.0295~1|1,0|0,3|0,0;
181.1617~1|1,0|0,3|0,0;
181.2451~1|3,0|-5,0|0,0;
181.3915~1|3,0|-5,0|0,0;
181.5309~1|2,0|0,-3|0,0;
181.6492~1|2,0|0,-3|0,0;
181.7677~1|1,0|0,3|0,0;
181.8795~1|1,0|0,3|0,0;
181.9979~1|4,0|5,0|0,0;
182.1094~1|4,0|5,0|0,0;
182.2488~1|2,0|0,-3|0,0;
182.3745~1|2,0|0,-3|0,0;
182.5066~1|1,0|0,3|0,0;
182.6468~1|1,0|0,3|0,0;
182.7437~1|3,0|-5,0|0,0;
182.8624~1|3,0|-5,0|0,0;
182.9670~1|2,0|0,-3|0,0;
183.1063~1|2,0|0,-3|0,0;
183.2316~1|1,0|0,3|0,0;
183.3505~1|1,0|0,3|0,0;
183.4688~1|4,0|5,0|0,0;
183.6015~1|4,0|5,0|0,0;
183.6990~1|2,0|0,-3|0,0;
183.8175~1|2,0|0,-3|0,0;
183.9289~1|1,0|0,3|0,0;
184.0407~1|1,0|0,3|0,0;
184.1386~1|3,0|-5,0|0,0;
184.2707~1|3,0|-5,0|0,0;
184.3754~1|2,0|0,-3|0,0;
184.5007~1|2,0|0,-3|0,0;
184.6333~1|1,0|0,3|0,0;
184.7448~1|1,0|0,3|0,0;
184.8354~1|4,0|5,0|0,0;
184.9542~1|4,0|5,0|0,0;
185.0517~1|2,0|0,-3|0,0;
185.1911~1|2,0|0,-3|0,0;
185.2538~1|1,0|0,3|0,0;
186.0483~1|3,0|-5,0|0,0;
186.1321~1|3,0|-5,0|0,0;
186.2716~1|4,0|5,0|0,0;
186.3971~1|2,0|0,-3|0,0;
186.7942~1|2,0|0,-3|0,0;
186.9128~1|1,0|0,3|0,0;
187.0663~1|1,0|0,3|0,0;
187.2128~1|4,0|5,0|0,0;
187.3171~1|3,0|-5,0|0,0;
187.6378~1|2,0|0,-3|0,0;
187.7703~1|4,0|5,0|0,0;
187.8957~1|1,0|0,3|0,0;
188.0007~1|2,0|0,-3|0,0;
188.1260~1|3,0|-5,0|0,0;
188.4533~1|1,0|0,3|0,0;
188.5720~1|2,0|0,-3|0,0;
188.7043~1|2,0|0,-3|0,0;
188.8300~1|1,0|0,3|0,0;
189.0112~1|1,0|0,3|0,0;
189.1229~1|4,0|5,0|0,0;
189.2552~1|3,0|-5,0|0,0;
189.3806~1|2,0|0,-3|0,0;
189.4853~1|2,0|0,-3|0,0;
189.6251~1|1,0|0,3|0,0;
189.7432~1|1,0|0,3|0,0;
189.8967~1|4,0|5,0|0,0;
189.9732~1|4,0|5,0|0,0;
190.0918~1|2,0|0,-3|0,0;
190.2175~1|2,0|0,-3|0,0;
190.2870~1|1,0|0,3|0,0;
190.4472~1|1,0|0,3|0,0;
190.6006~1|3,0|-5,0|0,0;
190.7262~1|3,0|-5,0|0,0;
190.8032~1|2,0|0,-3|0,0;
190.9352~1|2,0|0,-3|0,0;
191.0466~1|1,0|0,3|0,0;
191.1513~1|1,0|0,3|0,0;
191.2702~1|4,0|5,0|0,0;
191.3887~1|4,0|5,0|0,0;
191.4790~1|2,0|0,-3|0,0;
191.5907~1|2,0|0,-3|0,0;
191.6672~1|1,0|0,3|0,0;
192.0853~1|1,0|0,3|0,0;
#
